bag_id, instance_label
13,4
13,-1
13,-1
13,-1
13,-1
13,-1
13,3
13,-1
13,-1
13,-1
13,-1
13,-1
13,-1
13,-1
13,-1
13,-1
13,-1
13,-1
13,-1
13,-1
13,-1
13,-1
13,-1
13,-1
14,-1
14,-1
14,-1
14,-1
14,-1
14,-1
14,-1
14,-1
14,-1
14,-1
14,-1
14,-1
14,3
14,-1
14,-1
14,-1
14,-1
14,-1
14,-1
14,-1
14,3
14,-1
14,-1
14,1
14,-1
14,-1
14,-1
14,-1
14,-1
14,1
15,4
15,4
15,4
15,4
15,4
15,4
15,6
15,6
15,-1
15,-1
15,-1
15,-1
15,-1
15,-1
15,-1
15,-1
15,3
15,3
15,-1
15,-1
15,-1
15,-1
15,-1
15,-1
15,-1
15,-1
15,3
15,-1
15,-1
15,-1
15,1
15,-1
15,-1
15,-1
15,3
15,-1
15,-1
15,1
16,4
16,4
16,4
16,4
16,4
16,4
16,4
16,6
16,-1
16,6
16,-1
16,-1
16,-1
16,-1
16,-1
16,-1
16,-1
16,-1
16,-1
16,8
16,-1
16,8
16,8
16,-1
16,8
16,-1
16,-1
16,-1
16,-1
16,-1
17,6
17,6
17,-1
17,6
17,-1
17,-1
17,6
17,-1
17,-1
17,-1
17,-1
17,-1
17,-1
17,-1
17,-1
17,-1
17,-1
17,-1
17,1
17,1
17,-1
17,1
17,-1
17,-1
17,-1
17,-1
18,4
18,4
18,4
18,6
18,6
18,6
18,-1
18,6
18,-1
18,-1
18,6
18,-1
18,-1
18,-1
18,-1
18,-1
18,-1
18,-1
18,1
18,8
18,-1
18,-1
18,-1
18,1
18,1
18,1
19,4
19,4
19,-1
19,6
19,-1
19,6
19,-1
19,-1
19,-1
19,-1
19,-1
19,-1
19,-1
19,-1
19,-1
19,8
19,-1
19,8
19,-1
19,1
19,-1
19,-1
19,-1
19,-1
19,-1
19,8
19,-1
19,-1
19,-1
19,1
19,1
20,4
20,4
20,4
20,4
20,6
20,6
20,6
20,6
20,-1
20,-1
20,-1
20,-1
20,8
20,8
20,1
20,-1
20,-1
20,-1
20,-1
20,1
21,6
21,4
21,4
21,4
21,4
21,6
21,6
21,-1
21,6
21,-1
21,-1
21,-1
21,-1
21,-1
21,-1
21,-1
21,8
21,8
21,-1
21,8
21,-1
21,-1
21,-1
21,-1
22,4
22,4
22,4
22,4
22,4
22,4
22,4
22,6
22,-1
22,-1
22,-1
22,-1
22,-1
22,-1
22,-1
22,-1
22,-1
22,-1
22,-1
22,-1
22,-1
22,-1
22,-1
22,-1
22,-1
22,-1
22,-1
22,-1
22,-1
23,4
23,4
23,4
23,4
23,4
23,6
23,6
23,-1
23,6
23,-1
23,6
23,-1
23,-1
23,-1
23,3
23,3
23,-1
23,-1
23,-1
23,-1
23,-1
23,3
23,-1
23,-1
23,-1
23,-1
23,-1
23,-1
23,-1
24,4
24,4
24,4
24,6
24,4
24,4
24,4
24,4
24,-1
24,-1
24,-1
24,-1
24,-1
24,-1
24,-1
24,-1
24,-1
24,-1
24,-1
24,-1
25,-1
25,-1
25,-1
25,-1
25,-1
25,-1
25,-1
25,-1
25,-1
25,-1
25,-1
25,-1
25,-1
25,-1
25,1
25,-1
25,-1
25,3
25,-1
25,-1
25,-1
25,-1
25,-1
25,-1
25,-1
25,-1
25,-1
25,3
25,-1
25,-1
25,-1
25,-1
25,-1
25,1
25,1
26,4
26,4
26,4
26,4
26,4
26,4
26,4
26,4
26,4
26,4
26,6
26,-1
26,-1
26,-1
26,-1
26,-1
26,-1
26,-1
26,-1
26,-1
26,-1
26,-1
26,-1
27,4
27,4
27,4
27,4
27,4
27,4
27,4
27,4
27,6
27,-1
27,-1
27,-1
27,-1
27,-1
27,-1
27,-1
27,-1
27,-1
27,-1
27,-1
28,4
28,4
28,4
28,4
28,4
28,4
28,6
28,6
28,6
28,-1
28,6
28,-1
28,-1
28,-1
28,-1
28,-1
28,-1
28,-1
28,1
28,-1
28,-1
28,-1
28,1
28,1
28,1
28,1
28,1
29,4
29,4
29,4
29,4
29,4
29,4
29,4
29,6
29,-1
29,6
29,6
29,6
29,-1
29,-1
29,-1
29,-1
29,-1
29,-1
29,-1
29,-1
29,-1
29,-1
29,-1
29,-1
29,-1
29,-1
29,1
29,1
29,-1
29,1
29,-1
29,1
29,1
30,4
30,6
30,4
30,4
30,4
30,6
30,6
30,-1
30,6
30,-1
30,-1
30,-1
30,-1
30,-1
30,-1
30,1
30,1
30,-1
30,-1
30,-1
30,-1
30,-1
30,-1
30,1
30,1
30,1
30,-1
30,1
31,4
31,4
31,4
31,4
31,4
31,6
31,4
31,6
31,6
31,6
31,-1
31,-1
31,-1
31,-1
31,-1
31,-1
31,-1
31,1
31,-1
31,1
31,1
31,-1
31,1
31,1
31,1
31,-1
31,-1
31,1
31,1
31,1
31,1
32,4
32,4
32,4
32,4
32,4
32,4
32,4
32,6
32,6
32,-1
32,-1
32,-1
32,-1
32,-1
32,-1
32,-1
32,1
32,-1
32,-1
32,1
32,-1
32,-1
32,-1
32,1
32,-1
32,1
32,1
32,1
33,4
33,4
33,-1
33,6
33,6
33,4
33,6
33,-1
33,8
33,8
33,-1
33,-1
33,1
33,-1
33,-1
33,-1
33,-1
33,-1
33,-1
34,4
34,4
34,6
34,4
34,-1
34,-1
34,-1
34,-1
34,-1
34,-1
34,-1
34,-1
34,-1
34,-1
34,-1
34,-1
34,-1
34,-1
34,-1
34,-1
34,-1
34,-1
34,-1
34,-1
35,4
35,4
35,4
35,6
35,4
35,4
35,4
35,6
35,-1
35,-1
35,-1
35,-1
35,-1
35,-1
35,-1
35,-1
35,-1
35,-1
35,-1
35,-1
35,-1
35,-1
35,1
35,-1
35,-1
35,-1
35,1
35,-1
35,1
35,1
35,-1
35,1
35,1
35,1
36,-1
36,-1
36,-1
36,-1
36,-1
36,-1
36,-1
36,-1
36,-1
36,-1
36,1
36,-1
36,3
36,-1
36,-1
36,-1
36,-1
36,-1
36,-1
36,-1
36,-1
36,1
36,-1
36,-1
36,-1
36,3
36,1
36,-1
36,1
37,4
37,4
37,6
37,-1
37,4
37,6
37,-1
37,-1
37,-1
37,-1
37,-1
37,-1
37,-1
37,1
37,-1
37,1
37,-1
37,1
38,4
38,4
38,4
38,4
38,6
38,-1
38,-1
38,-1
38,-1
38,-1
38,-1
38,-1
38,-1
38,-1
38,-1
38,-1
38,-1
38,1
38,1
39,6
39,6
39,6
39,-1
39,-1
39,-1
39,-1
39,-1
39,-1
39,1
39,-1
39,1
39,-1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
40,4
40,4
40,4
40,4
40,4
40,6
40,-1
40,-1
40,-1
40,-1
40,6
40,-1
40,8
40,-1
40,-1
40,8
40,8
40,8
40,8
40,-1
40,1
40,-1
40,-1
40,1
40,1
40,1
41,4
41,4
41,4
41,4
41,4
41,4
41,4
41,4
41,-1
41,-1
41,-1
41,-1
41,8
41,-1
41,1
41,-1
41,1
41,-1
41,1
41,1
42,4
42,4
42,4
42,4
42,4
42,4
42,6
42,6
42,6
42,4
42,-1
42,-1
42,-1
42,-1
42,-1
42,-1
42,-1
42,-1
42,-1
42,-1
42,-1
42,-1
42,1
42,1
42,1
42,1
42,1
42,1
42,1
42,1
43,4
43,4
43,6
43,6
43,6
43,-1
43,6
43,-1
43,6
43,-1
43,-1
43,-1
43,-1
43,-1
43,-1
43,-1
43,8
43,-1
43,-1
43,-1
43,-1
43,1
43,1
43,-1
44,6
44,6
44,6
44,6
44,-1
44,-1
44,-1
44,-1
44,-1
44,-1
44,-1
44,-1
44,1
44,-1
44,-1
44,-1
44,-1
44,1
44,1
44,1
44,1
45,6
45,6
45,6
45,6
45,-1
45,-1
45,-1
45,-1
45,-1
45,-1
45,-1
45,-1
45,-1
45,-1
45,-1
45,-1
45,-1
45,-1
45,-1
45,1
45,-1
45,-1
45,-1
45,1
45,-1
45,1
45,-1
46,4
46,4
46,4
46,4
46,4
46,6
46,6
46,6
46,4
46,-1
46,-1
46,-1
46,-1
46,-1
46,-1
46,-1
46,-1
46,-1
46,-1
46,-1
46,-1
46,-1
46,-1
46,-1
46,-1
46,-1
46,1
46,-1
46,-1
46,-1
47,2
47,-1
47,-1
47,-1
47,-1
47,-1
47,-1
47,2
47,2
47,-1
47,2
47,2
47,3
47,2
47,3
47,-1
47,-1
47,2
47,2
47,-1
47,2
47,-1
47,3
47,-1
47,2
47,2
47,2
48,4
48,4
48,4
48,4
48,4
48,4
48,4
48,4
48,4
48,-1
48,4
48,4
48,4
48,-1
48,-1
48,-1
48,-1
48,-1
48,-1
48,-1
48,-1
48,-1
48,-1
48,-1
48,-1
48,-1
48,-1
48,-1
48,1
48,1
48,1
49,4
49,4
49,4
49,6
49,-1
49,4
49,-1
49,4
49,-1
49,-1
49,-1
49,-1
49,-1
49,-1
49,-1
49,-1
49,-1
49,-1
49,-1
49,-1
49,-1
50,4
50,4
50,4
50,4
50,4
50,4
50,6
50,-1
50,-1
50,-1
50,-1
50,-1
50,-1
50,-1
50,-1
50,-1
50,-1
50,-1
50,-1
51,4
51,4
51,4
51,4
51,4
51,4
51,4
51,4
51,-1
51,-1
51,-1
51,-1
51,-1
51,-1
51,-1
51,-1
51,-1
51,-1
51,-1
51,-1
51,-1
51,-1
51,-1
51,-1
51,-1
51,-1
51,-1
52,4
52,4
52,4
52,4
52,4
52,4
52,4
52,4
52,-1
52,-1
52,-1
52,-1
52,-1
52,-1
52,-1
52,1
52,1
52,-1
53,4
53,4
53,4
53,4
53,4
53,-1
53,6
53,-1
53,-1
53,3
53,3
53,-1
53,-1
53,-1
53,-1
53,-1
53,3
53,3
53,-1
53,1
53,1
53,1
53,1
54,4
54,4
54,4
54,4
54,4
54,4
54,4
54,4
54,3
54,3
54,-1
54,-1
54,3
54,-1
54,-1
54,-1
54,-1
54,-1
54,-1
54,-1
54,-1
54,-1
55,4
55,4
55,4
55,4
55,4
55,4
55,4
55,4
55,3
55,-1
55,-1
55,-1
55,-1
55,-1
55,-1
55,-1
55,1
55,1
55,1
55,1
56,4
56,4
56,4
56,-1
56,-1
56,-1
56,-1
56,-1
56,1
56,1
56,-1
56,-1
56,1
56,1
56,1
57,4
57,4
57,4
57,4
57,4
57,-1
57,-1
57,-1
57,-1
57,-1
57,-1
57,-1
57,-1
57,-1
57,1
57,-1
57,-1
57,-1
57,-1
57,1
57,1
57,-1
57,-1
58,4
58,-1
58,-1
58,-1
58,-1
58,-1
58,-1
58,-1
58,-1
58,-1
58,-1
58,-1
58,-1
58,3
58,-1
58,-1
58,-1
58,-1
58,-1
58,-1
58,1
58,-1
58,-1
58,1
58,1
58,-1
58,3
58,-1
58,-1
59,4
59,-1
59,4
59,4
59,4
59,4
59,-1
59,-1
59,-1
59,-1
59,-1
59,-1
59,-1
59,-1
59,-1
59,-1
59,-1
59,-1
59,-1
59,-1
59,-1
59,3
59,-1
59,-1
59,-1
59,-1
59,-1
59,-1
59,-1
59,-1
59,-1
59,1
59,1
59,-1
59,3
59,1
59,1
60,4
60,4
60,-1
60,4
60,4
60,4
60,4
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,3
60,-1
60,-1
60,3
60,3
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,1
60,3
60,1
60,3
60,-1
60,-1
60,1
60,-1
60,1
61,4
61,4
61,4
61,4
61,4
61,-1
61,-1
61,-1
61,-1
61,-1
61,-1
61,-1
61,-1
61,-1
61,-1
61,-1
61,-1
61,-1
61,-1
61,-1
61,-1
61,-1
61,-1
61,-1
61,-1
61,1
61,-1
61,-1
61,-1
61,-1
61,-1
61,1
61,1
61,-1
61,1
61,1
62,-1
62,-1
62,-1
62,-1
62,-1
62,-1
62,-1
62,-1
62,-1
62,-1
62,-1
62,-1
62,1
62,-1
62,-1
62,-1
62,3
62,-1
62,-1
62,-1
62,-1
62,-1
62,-1
62,-1
62,1
62,-1
62,-1
62,3
62,1
62,-1
62,1
62,1
63,-1
63,-1
63,-1
63,-1
63,-1
63,-1
63,-1
63,-1
63,-1
63,-1
63,-1
63,-1
63,-1
63,-1
63,-1
63,3
63,-1
63,3
63,-1
63,-1
63,-1
63,1
63,-1
63,3
63,-1
63,3
63,-1
63,1
63,1
63,1
64,4
64,-1
64,4
64,4
64,-1
64,-1
64,-1
64,-1
64,-1
64,-1
64,-1
64,-1
64,-1
64,3
64,-1
64,-1
64,-1
64,-1
64,-1
64,-1
64,-1
64,1
64,-1
64,-1
64,3
64,-1
64,-1
65,-1
65,-1
65,-1
65,-1
65,-1
65,-1
65,-1
65,-1
65,-1
65,-1
65,-1
65,-1
65,-1
65,-1
65,-1
65,-1
65,-1
65,-1
65,-1
65,3
65,3
65,-1
65,-1
65,-1
65,-1
65,-1
65,-1
65,-1
65,-1
65,1
65,1
65,3
65,-1
65,1
65,1
65,-1
65,-1
66,-1
66,-1
66,-1
66,5
66,-1
66,-1
66,-1
66,5
66,-1
66,5
66,-1
66,-1
66,-1
66,-1
66,1
66,3
66,-1
66,-1
66,-1
66,5
66,-1
66,-1
66,1
66,1
66,-1
66,1
66,1
66,-1
66,-1
66,1
66,1
66,1
67,-1
67,-1
67,-1
67,-1
67,-1
67,5
67,-1
67,5
67,5
67,-1
67,5
67,-1
67,5
67,5
67,-1
67,-1
67,-1
67,3
67,3
67,-1
67,-1
67,-1
67,-1
67,-1
67,1
67,3
67,3
67,1
67,-1
67,1
68,-1
68,-1
68,-1
68,-1
68,-1
68,-1
68,-1
68,-1
68,-1
68,-1
68,1
68,-1
68,1
68,-1
68,-1
68,-1
68,-1
68,3
68,1
68,-1
68,-1
68,-1
68,3
68,1
68,-1
68,1
68,1
69,-1
69,-1
69,-1
69,-1
69,-1
69,-1
69,-1
69,1
69,3
69,-1
69,-1
69,-1
69,-1
69,3
69,-1
69,-1
69,-1
69,1
69,-1
69,3
69,3
69,1
69,1
69,1
70,-1
70,-1
70,-1
70,-1
70,-1
70,-1
70,-1
70,-1
70,-1
70,-1
70,-1
70,-1
70,-1
70,-1
70,-1
70,-1
70,-1
70,-1
70,-1
70,3
70,1
70,-1
70,-1
70,-1
70,-1
70,-1
70,-1
70,-1
70,-1
70,-1
70,3
70,-1
70,-1
70,1
70,1
71,-1
71,-1
71,-1
71,-1
71,-1
71,-1
71,-1
71,-1
71,-1
71,-1
71,-1
71,-1
71,-1
71,-1
71,-1
71,-1
71,-1
71,3
71,3
71,-1
71,-1
71,-1
71,-1
71,-1
71,-1
71,3
71,1
71,-1
71,3
71,-1
71,-1
71,1
71,-1
72,-1
72,-1
72,-1
72,-1
72,5
72,-1
72,5
72,5
72,5
72,5
72,-1
72,-1
72,-1
72,-1
72,3
72,-1
72,-1
72,-1
72,-1
72,-1
72,-1
72,-1
72,1
72,-1
72,-1
72,3
72,-1
72,-1
73,-1
73,-1
73,-1
73,-1
73,-1
73,-1
73,-1
73,-1
73,-1
73,-1
73,-1
73,5
73,5
73,-1
73,-1
73,-1
73,-1
73,-1
73,-1
73,-1
73,-1
73,-1
73,-1
73,-1
73,-1
73,1
73,-1
73,-1
73,1
73,1
73,1
73,1
73,1
73,-1
74,-1
74,-1
74,-1
74,-1
74,-1
74,-1
74,-1
74,-1
74,-1
74,-1
74,-1
74,3
74,3
74,3
74,-1
74,3
74,-1
74,-1
74,-1
74,-1
74,-1
74,-1
74,3
74,1
74,1
74,-1
74,-1
74,1
75,-1
75,-1
75,-1
75,-1
75,-1
75,-1
75,-1
75,-1
75,5
75,5
75,-1
75,-1
75,3
75,3
75,-1
75,-1
75,-1
75,-1
75,-1
75,-1
75,5
75,-1
75,1
75,-1
75,3
75,-1
75,-1
75,3
75,1
76,4
76,4
76,4
76,4
76,4
76,-1
76,4
76,-1
76,-1
76,5
76,-1
76,5
76,-1
76,5
76,-1
76,-1
76,-1
76,-1
76,-1
76,5
76,-1
76,-1
76,-1
76,5
76,-1
76,1
76,-1
76,-1
76,-1
76,-1
76,-1
76,-1
76,1
76,-1
77,4
77,4
77,4
77,4
77,4
77,4
77,4
77,4
77,4
77,-1
77,-1
77,-1
77,-1
77,-1
77,5
77,5
77,-1
77,3
77,-1
77,3
77,-1
77,-1
77,-1
77,-1
77,5
77,1
77,3
77,-1
77,3
77,-1
77,3
77,-1
77,1
77,1
77,1
78,4
78,4
78,4
78,4
78,4
78,4
78,4
78,4
78,-1
78,4
78,4
78,-1
78,5
78,-1
78,5
78,-1
78,-1
78,3
78,3
78,-1
78,-1
78,-1
78,-1
78,-1
78,5
78,5
78,1
78,5
78,3
78,-1
78,1
78,1
78,1
79,4
79,4
79,4
79,4
79,4
79,4
79,4
79,4
79,4
79,4
79,4
79,5
79,4
79,-1
79,5
79,-1
79,-1
79,-1
79,-1
79,-1
79,-1
79,-1
79,3
79,5
79,-1
79,3
79,-1
79,-1
79,3
79,-1
79,-1
79,-1
79,1
79,-1
79,-1
79,-1
79,-1
79,1
79,3
79,3
79,-1
79,1
79,1
80,4
80,4
80,4
80,4
80,4
80,4
80,4
80,4
80,-1
80,-1
80,-1
80,-1
80,-1
80,5
80,5
80,5
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,1
80,3
80,1
80,1
80,1
81,4
81,4
81,4
81,6
81,-1
81,6
81,-1
81,-1
81,-1
81,6
81,-1
81,6
81,-1
81,-1
81,5
81,5
81,5
81,5
81,1
81,-1
81,5
81,-1
81,-1
81,-1
81,-1
81,-1
81,1
81,1
81,-1
81,-1
81,1
81,1
81,1
81,1
81,1
81,1
81,-1
82,-1
82,-1
82,6
82,5
82,-1
82,-1
82,6
82,6
82,-1
82,5
82,3
82,3
82,3
82,-1
82,-1
82,5
82,-1
82,-1
82,-1
82,-1
82,1
82,1
82,-1
82,1
82,-1
82,1
83,6
83,-1
83,6
83,6
83,6
83,-1
83,-1
83,6
83,5
83,6
83,1
83,-1
83,1
83,-1
83,-1
83,1
83,-1
83,-1
83,-1
83,-1
83,-1
83,-1
83,1
83,1
83,1
83,1
83,1
83,1
84,-1
84,6
84,6
84,6
84,6
84,6
84,6
84,-1
84,5
84,5
84,-1
84,-1
84,-1
84,5
84,-1
84,3
84,-1
84,3
84,-1
84,-1
84,-1
84,1
84,-1
84,1
84,3
84,1
84,-1
84,1
85,-1
85,-1
85,-1
85,-1
85,-1
85,-1
85,-1
85,-1
85,-1
85,-1
85,-1
85,-1
85,-1
85,-1
85,-1
85,-1
85,-1
85,-1
85,3
85,3
85,3
85,-1
85,-1
85,1
85,-1
85,-1
85,-1
85,-1
85,-1
85,-1
85,-1
85,-1
85,-1
85,-1
85,3
85,3
85,-1
85,-1
85,1
86,6
86,-1
86,6
86,-1
86,-1
86,-1
86,6
86,-1
86,-1
86,-1
86,-1
86,-1
86,-1
86,3
86,-1
86,-1
86,3
86,-1
86,-1
86,-1
86,-1
86,-1
86,-1
86,-1
86,-1
86,1
86,-1
86,1
86,-1
86,-1
86,-1
86,3
86,1
86,-1
86,-1
87,-1
87,6
87,6
87,6
87,-1
87,-1
87,-1
87,-1
87,-1
87,3
87,3
87,-1
87,3
87,-1
87,-1
87,3
87,-1
87,-1
87,1
87,-1
87,3
87,-1
87,1
87,-1
87,-1
87,-1
87,3
87,-1
87,1
87,3
87,-1
88,6
88,6
88,6
88,-1
88,6
88,-1
88,-1
88,-1
88,-1
88,-1
88,-1
88,-1
88,-1
88,-1
88,-1
88,-1
88,1
88,-1
88,1
88,1
88,-1
88,-1
88,-1
88,-1
88,1
88,1
88,-1
88,1
88,1
88,1
88,-1
88,-1
88,1
88,-1
89,-1
89,6
89,6
89,-1
89,6
89,-1
89,-1
89,-1
89,-1
89,-1
89,6
89,-1
89,-1
89,-1
89,3
89,-1
89,-1
89,-1
89,-1
89,-1
89,-1
89,-1
89,1
89,-1
89,1
89,1
89,3
89,1
89,-1
89,1
89,1
89,1
90,6
90,-1
90,6
90,6
90,6
90,-1
90,6
90,-1
90,-1
90,-1
90,-1
90,-1
90,-1
90,-1
90,3
90,-1
90,3
90,-1
90,-1
90,-1
90,-1
90,-1
90,1
90,1
90,-1
90,-1
90,-1
90,-1
90,-1
90,1
90,3
90,-1
90,1
90,-1
90,-1
91,-1
91,6
91,6
91,6
91,6
91,-1
91,6
91,-1
91,-1
91,-1
91,-1
91,-1
91,-1
91,-1
91,-1
91,-1
91,-1
91,-1
91,-1
91,-1
91,-1
91,-1
91,-1
91,1
91,-1
91,1
91,1
91,-1
91,-1
91,-1
91,1
91,-1
91,1
91,1
91,1
92,6
92,6
92,6
92,-1
92,-1
92,-1
92,-1
92,6
92,-1
92,-1
92,-1
92,-1
92,-1
92,-1
92,-1
92,3
92,-1
92,1
92,-1
92,1
92,-1
92,1
92,1
92,-1
92,-1
92,1
92,-1
92,1
93,6
93,6
93,6
93,6
93,-1
93,-1
93,-1
93,-1
93,-1
93,3
93,-1
93,3
93,-1
93,1
93,3
93,-1
93,-1
93,-1
93,-1
93,-1
93,-1
93,-1
93,-1
93,1
93,-1
93,-1
93,-1
93,1
93,-1
93,-1
93,-1
94,6
94,6
94,6
94,6
94,6
94,-1
94,-1
94,6
94,-1
94,-1
94,-1
94,-1
94,-1
94,-1
94,-1
94,-1
94,-1
94,-1
94,-1
94,-1
94,-1
94,-1
94,-1
94,-1
94,1
94,1
94,1
94,1
94,1
95,6
95,6
95,6
95,6
95,6
95,6
95,-1
95,-1
95,6
95,-1
95,-1
95,-1
95,-1
95,1
95,-1
95,3
95,-1
95,-1
95,-1
95,-1
95,-1
95,-1
95,-1
95,-1
95,-1
95,-1
95,1
95,1
96,-1
96,2
96,-1
96,2
96,-1
96,-1
96,-1
96,2
96,-1
96,2
96,-1
96,-1
96,2
96,2
96,-1
96,2
96,-1
96,-1
96,-1
96,-1
96,-1
96,2
96,-1
96,-1
96,-1
96,2
96,-1
96,1
96,1
96,2
97,6
97,6
97,6
97,-1
97,6
97,-1
97,-1
97,-1
97,-1
97,-1
97,-1
97,-1
97,-1
97,1
97,-1
97,-1
97,1
97,-1
97,-1
97,-1
97,-1
97,-1
97,-1
97,-1
97,-1
97,-1
97,1
98,-1
98,6
98,6
98,6
98,6
98,-1
98,6
98,-1
98,7
98,-1
98,7
98,7
98,-1
98,-1
98,-1
98,-1
98,7
98,-1
98,-1
98,1
98,-1
98,-1
98,-1
98,-1
98,-1
98,-1
98,-1
98,1
98,-1
98,-1
98,1
99,6
99,6
99,6
99,6
99,-1
99,-1
99,-1
99,-1
99,-1
99,-1
99,-1
99,-1
99,-1
99,-1
99,-1
99,-1
99,-1
99,-1
99,-1
99,-1
99,-1
99,1
99,1
99,1
99,-1
99,-1
99,1
99,-1
99,-1
99,-1
99,-1
99,1
99,1
100,-1
100,6
100,6
100,6
100,6
100,6
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,1
100,-1
100,-1
100,-1
100,-1
100,1
100,1
100,-1
100,-1
100,-1
100,1
100,1
100,1
101,6
101,6
101,6
101,6
101,-1
101,-1
101,-1
101,-1
101,6
101,-1
101,7
101,-1
101,7
101,-1
101,-1
101,-1
101,-1
101,-1
101,-1
101,-1
101,-1
101,-1
101,-1
101,1
101,-1
101,-1
101,1
101,1
101,1
101,-1
102,6
102,6
102,6
102,6
102,6
102,-1
102,7
102,-1
102,-1
102,6
102,-1
102,7
102,-1
102,-1
102,-1
102,-1
102,-1
102,-1
102,-1
102,-1
102,-1
102,-1
102,-1
102,-1
102,-1
102,-1
102,-1
102,-1
102,1
102,1
102,1
102,1
102,1
102,1
102,1
102,-1
102,1
102,1
102,1
102,1
103,6
103,-1
103,-1
103,-1
103,-1
103,-1
103,-1
103,-1
103,7
103,-1
103,-1
103,-1
103,-1
103,7
103,-1
103,-1
103,-1
103,7
103,-1
103,-1
103,-1
103,-1
103,-1
103,-1
103,-1
103,-1
103,-1
103,-1
103,-1
103,1
103,1
103,-1
103,-1
103,1
103,1
103,1
103,1
104,-1
104,6
104,7
104,6
104,7
104,-1
104,-1
104,-1
104,-1
104,-1
104,-1
104,-1
104,-1
104,-1
104,-1
104,-1
104,-1
104,8
104,-1
104,-1
104,-1
104,1
104,8
104,-1
104,-1
104,8
104,8
104,-1
104,1
104,1
105,6
105,6
105,-1
105,7
105,7
105,7
105,-1
105,-1
105,-1
105,7
105,-1
105,-1
105,-1
105,-1
105,-1
105,-1
105,-1
105,-1
105,-1
105,-1
105,-1
105,8
105,8
105,1
105,-1
105,-1
105,-1
105,-1
105,8
105,-1
105,1
105,1
106,7
106,6
106,-1
106,6
106,-1
106,-1
106,-1
106,-1
106,7
106,-1
